AREA,BFIHOST,FARL,FPEXT,LDP,PROPWET,RMED-1D,SAAR,Index Flood
0.49681245,0.401285347,0.834647887,0.333971487,0.506677686,0.650819672,0.440571429,0.317737003,0.592693089
0.13517122,0.29125964,0.895492958,0.41413442,0.23477686,0.61147541,0.498857143,0.410004369,0.195649861
0.120453009,0.512339332,0.893239437,0.208513238,0.215801653,0.191803279,0.365142857,0.159764089,0.129674102
0.110975849,0.31285347,0.881971831,0.312138493,0.143801653,0.191803279,0.308,0.105242464,0.107022436
0.142950795,0.350899743,0.210422535,0.263258656,0.212231405,0.742622951,0.750285714,0.663739624,0.15842185
0.103630701,0.226478149,0.861690141,0.151812627,0.119404959,0.729508197,0.464571429,0.364919179,0.112200616
0.137512594,0.491773779,0.852676056,0.333971487,0.223272727,0.362295082,0.413142857,0.195762342,0.136522067
0.181518928,0.295372751,0.877464789,0.225458248,0.286975207,0.703278689,0.513714286,0.423634775,0.370858971
0.120411136,0.171979434,0.897746479,0.174297352,0.147008264,0.650819672,0.498857143,0.436566186,0.206283452
0.104063385,0.409511568,0.861690141,0.40892057,0.131041322,0.257377049,0.401714286,0.201354303,0.105234592
0.132020308,0.36529563,0.884225352,0.228391039,0.172231405,0.218032787,0.381142857,0.141240716,0.118592451
0.104004065,0.166838046,0.9,0.161588595,0.123900826,0.585245902,0.548,0.455788554,0.125164399
0.339034837,0.4218509,0.798591549,0.292912424,0.442479339,0.663934426,0.473714286,0.349541284,0.439275353
0.139714394,0.344730077,0.890985915,0.345376782,0.210446281,0.624590164,0.463428571,0.392878986,0.199011991
0.113373054,0.33033419,0.85943662,0.239470468,0.17907438,0.283606557,0.441714286,0.223372652,0.117516601
0.135096198,0.462982005,0.890985915,0.256089613,0.228231405,0.336065574,0.423428571,0.24399301,0.15480264
0.109970907,0.80848329,0.627323944,0.186680244,0.162512397,0.283606557,0.385714286,0.187723897,0.101495713
0.122307615,0.409511568,0.667887324,0.303665988,0.219867769,0.716393443,0.574285714,0.517300131,0.156408355
0.190244126,0.352956298,0.881971831,0.492342159,0.244727273,0.283606557,0.38,0.201354303,0.197016633
0.155423589,0.221336761,0.9,0.20101833,0.244628099,0.624590164,0.433714286,0.355832241,0.342767633
0.14047159,0.53907455,0.868450704,0.751405295,0.205289256,0.218032787,0.352571429,0.127959808,0.108279206
0.110619932,0.441388175,0.897746479,0.179837067,0.163933884,0.506557377,0.477142857,0.313892529,0.118788279
0.122579787,0.449614396,0.897746479,0.188635438,0.18092562,0.493442623,0.577714286,0.464875491,0.163073786
0.109566139,0.468123393,0.884225352,0.397515275,0.14538843,0.152459016,0.276,0.102446483,0.102972084
0.383526194,0.603856041,0.778309859,0.719144603,0.412297521,0.231147541,0.353714286,0.159764089,0.162441171
0.10589531,0.263496144,0.884225352,0.339185336,0.144628099,0.257377049,0.408571429,0.214285714,0.110756882
0.125615549,0.366323907,0.9,0.199063136,0.205520661,0.38852459,0.399428571,0.288379205,0.147185062
0.129954594,0.377634961,0.890985915,0.193197556,0.262545455,0.61147541,0.496571429,0.391830494,0.196229289
0.101819712,0.177120823,0.872957746,0.222199593,0.120495868,0.61147541,0.641714286,0.714067278,0.113029463
0.165659689,0.250128535,0.897746479,0.183747454,0.253818182,0.624590164,0.474857143,0.333114897,0.286304075
0.142118578,0.405398458,0.893239437,0.201995927,0.230380165,0.559016393,0.564,0.442158148,0.198929792
0.17459774,0.436246787,0.890985915,0.38904277,0.247239669,0.545901639,0.359428571,0.281039755,0.205716911
0.70686972,0.566838046,0.794084507,0.665376782,0.548892562,0.218032787,0.353714286,0.145784185,0.219167446
0.102344864,0.438303342,0.9,0.155723014,0.124,0.309836066,0.416571429,0.194713849,0.104095883
0.10781447,0.775578406,0.708450704,0.629857434,0.152495868,0.218032787,0.306857143,0.130056793,0.100520598
0.800456673,0.455784062,0.852676056,0.36101833,0.9,0.309836066,0.426857143,0.257623416,0.52702034
0.157888837,0.267609254,0.886478873,0.311486762,0.305719008,0.624590164,0.385714286,0.279641765,0.208508075
0.117710355,0.356041131,0.417746479,0.270101833,0.174512397,0.61147541,0.566285714,0.530231542,0.127665044
0.683443758,0.40848329,0.850422535,0.242403259,0.505553719,0.506557377,0.394857143,0.259021407,0.749996776
0.114541997,0.31285347,0.881971831,0.318655804,0.156396694,0.506557377,0.452,0.259720402,0.122689543
0.110900827,0.76529563,0.785070423,0.262281059,0.153322314,0.191803279,0.365142857,0.147531673,0.101885758
0.121761527,0.374550129,0.881971831,0.588798371,0.186247934,0.598360656,0.359428571,0.299912626,0.127564712
0.1029904,0.359125964,0.284788732,0.262606925,0.123867769,0.742622951,0.646285714,0.567627785,0.105927245
0.138639665,0.353984576,0.893239437,0.246313646,0.191272727,0.67704918,0.5,0.348492792,0.243332957
0.14915666,0.180205656,0.9,0.173971487,0.212892562,0.624590164,0.430285714,0.334512888,0.274922233
0.118423934,0.805398458,0.877464789,0.208839104,0.173752066,0.309836066,0.412,0.243294015,0.104013684
0.108992136,0.349871465,0.9,0.170712831,0.14261157,0.585245902,0.466857143,0.347793796,0.118587615
0.106237269,0.270694087,0.888732394,0.245010183,0.13831405,0.847540984,0.728571429,0.871341197,0.148209738
0.156541936,0.435218509,0.863943662,0.337230143,0.228991736,0.336065574,0.373142857,0.188422892,0.136937093
0.133815595,0.476349614,0.890985915,0.241751527,0.18046281,0.506557377,0.367428571,0.208693753,0.117408613
0.108711241,0.313881748,0.827887324,0.274338086,0.136628099,0.545901639,0.720571429,0.623197903,0.132427791
0.157576537,0.267609254,0.708450704,0.251527495,0.195636364,0.873770492,0.503428571,0.567278287,0.375542357
0.123502728,0.352956298,0.735492958,0.264236253,0.169024793,0.38852459,0.384571429,0.245740498,0.122448182
0.282840095,0.218251928,0.875211268,0.25185336,0.321123967,0.467213115,0.38,0.258671909,0.454988395
0.238008523,0.487660668,0.893239437,0.257393075,0.431603306,0.532786885,0.383428571,0.224770642,0.190724732
0.101624307,0.246015424,0.9,0.433360489,0.128132231,0.1,0.344571429,0.111183923,0.10201752
0.129753955,0.333419023,0.893239437,0.22610998,0.217355372,0.585245902,0.586857143,0.476408912,0.192396525
0.159342164,0.271722365,0.845915493,0.242729124,0.199636364,0.729508197,0.714857143,0.617605941,0.405310328
0.101715031,0.131876607,0.9,0.226761711,0.112628099,0.650819672,0.591428571,0.570074268,0.11204629
0.11517183,0.309768638,0.841408451,0.345376782,0.172264463,0.585245902,0.343428571,0.255176933,0.123851621
0.29003171,0.389974293,0.863943662,0.290305499,0.389917355,0.585245902,0.553714286,0.441109655,0.405155212
0.187340961,0.431105398,0.857183099,0.245661914,0.281818182,0.270491803,0.417714286,0.189121887,0.194745664
0.130062765,0.300514139,0.782816901,0.289979633,0.252661157,0.572131148,0.358285714,0.228265618,0.14152134
0.109480649,0.302570694,0.9,0.120203666,0.13738843,0.755737705,0.54,0.48829183,0.162480659
0.208151631,0.42596401,0.798591549,0.605743381,0.306247934,0.257377049,0.325142857,0.160463084,0.137318675
0.377857694,0.523650386,0.886478873,0.55197556,0.420330579,0.257377049,0.352571429,0.171996505,0.164686755
0.131858052,0.394087404,0.715211268,0.191568228,0.187107438,0.493442623,0.414285714,0.307252075,0.13878296
0.113568459,0.393059126,0.787323944,0.18407332,0.160033058,0.440983607,0.601714286,0.470117955,0.13641206
0.114655402,0.311825193,0.85943662,0.274989817,0.167966942,0.152459016,0.303428571,0.113630406,0.106440994
0.121262545,0.680976864,0.83915493,0.393930754,0.179371901,0.16557377,0.358285714,0.130406291,0.105165689
0.109862736,0.436246787,0.890985915,0.349613035,0.137785124,0.139344262,0.296571429,0.100349498,0.103615176
0.131552731,0.406426735,0.724225352,0.237515275,0.191305785,0.270491803,0.394857143,0.196461337,0.125868738
0.115895877,0.31285347,0.868450704,0.441181263,0.19692562,0.218032787,0.326285714,0.113630406,0.10842789
0.340489909,0.418766067,0.845915493,0.245010183,0.448099174,0.624590164,0.418857143,0.291874181,0.45190107
0.114479188,0.795115681,0.9,0.479307536,0.172429752,0.257377049,0.342285714,0.164657055,0.104393656
0.236450514,0.422879177,0.710704225,0.291283096,0.328892562,0.585245902,0.485142857,0.39532547,0.301550513
0.111579512,0.9,0.9,0.172668024,0.164727273,0.270491803,0.356,0.186675404,0.102879408
0.110843253,0.313881748,0.893239437,0.317678208,0.154214876,0.204918033,0.306857143,0.11013543,0.106737154
0.140263972,0.353984576,0.618309859,0.179511202,0.230413223,0.729508197,0.455428571,0.375404107,0.164895074
0.112949094,0.877377892,0.852676056,0.251527495,0.176066116,0.257377049,0.402857143,0.21778069,0.102213752
0.256259732,0.419794344,0.888732394,0.250549898,0.453123967,0.493442623,0.496571429,0.38658803,0.273557475
0.18869833,0.335475578,0.893239437,0.260325866,0.272628099,0.742622951,0.607428571,0.482000874,0.456079573
0.200747164,0.237789203,0.881971831,0.282158859,0.322578512,0.624590164,0.398285714,0.328221931,0.300505287
0.235620041,0.349871465,0.830140845,0.261629328,0.312892562,0.480327869,0.468,0.372608126,0.311163029
0.14822674,0.261439589,0.881971831,0.69209776,0.214909091,0.257377049,0.356,0.146133683,0.133811894
0.177319457,0.417737789,0.895492958,0.20395112,0.271867769,0.506557377,0.398285714,0.249934469,0.204047128
0.108608304,0.366323907,0.893239437,0.177881874,0.145917355,0.270491803,0.375428571,0.202402796,0.110850768
0.32119712,0.498971722,0.890985915,0.284114053,0.51368595,0.493442623,0.377714286,0.213586719,0.20968345
0.106448377,0.331362468,0.9,0.131608961,0.132297521,0.755737705,0.554857143,0.512756662,0.148531687
0.597371187,0.397172237,0.807605634,0.263584521,0.629322314,0.637704918,0.405142857,0.295718654,0.480335729
0.10611863,0.503084833,0.85943662,0.10814664,0.132793388,0.309836066,0.486285714,0.306902578,0.104817549
0.145710896,0.491773779,0.884225352,0.223177189,0.193752066,0.414754098,0.372,0.222324159,0.158418622
0.123755708,0.440359897,0.893239437,0.35808554,0.171107438,0.296721311,0.373142857,0.207295762,0.129058813
0.118582701,0.806426735,0.812112676,0.227739308,0.172661157,0.191803279,0.351428571,0.146133683,0.101486848
