AREA,BFIHOST,FARL,FPEXT,LDP,PROPWET,RMED-1D,SAAR,Index Flood
0.133004314,0.254241645,0.861690141,0.23197556,0.199900826,0.624590164,0.713714286,0.584753167,0.275743827
0.143072924,0.329305913,0.895492958,0.34700611,0.244528926,0.624590164,0.465714286,0.328571429,0.213101186
0.10434428,0.589460154,0.845915493,0.20688391,0.120066116,0.38852459,0.469142857,0.346745304,0.101973599
0.111727811,0.442416452,0.895492958,0.196130346,0.175735537,0.204918033,0.334285714,0.127959808,0.108159532
0.156765256,0.414652956,0.897746479,0.195478615,0.202413223,0.519672131,0.468,0.361074705,0.198531284
0.101189879,0.336503856,0.9,0.193523422,0.111966942,0.309836066,0.428,0.256225426,0.10335246
0.113004924,0.341645244,0.897746479,0.287372709,0.185752066,0.624590164,0.480571429,0.416994321,0.162924699
0.111429469,0.315938303,0.665633803,0.251201629,0.147834711,0.624590164,0.9,0.886369594,0.172093192
0.147492225,0.276863753,0.805352113,0.538615071,0.218016529,0.545901639,0.458857143,0.341852337,0.210591677
0.114770551,0.859897172,0.9,0.203299389,0.163008264,0.257377049,0.449714286,0.226867628,0.100928373
0.119378279,0.332390746,0.897746479,0.210468432,0.165190083,0.467213115,0.424571429,0.304456094,0.132348011
0.174733826,0.274807198,0.843661972,0.206558045,0.286347107,0.624590164,0.484,0.388685015,0.311241216
0.238891336,0.343701799,0.87971831,0.255437882,0.35553719,0.690163934,0.501142857,0.415246833,0.460325737
0.141999939,0.189460154,0.762535211,0.201995927,0.217785124,0.598360656,0.530857143,0.440061162,0.256048933
0.123527154,0.884575835,0.9,0.34114053,0.187173554,0.257377049,0.346857143,0.174442988,0.102367675
0.121068885,0.437275064,0.87971831,0.605417515,0.150909091,0.218032787,0.34,0.129357798,0.105970763
0.142258153,0.242930591,0.692676056,0.178533605,0.25646281,0.585245902,0.431428571,0.201354303,0.132854104
0.12143178,0.468123393,0.895492958,0.286069246,0.202942149,0.401639344,0.449714286,0.215683705,0.128556347
0.105787139,0.364267352,0.893239437,0.291934827,0.15368595,0.742622951,0.684,0.607470511,0.133635001
0.86714573,0.407455013,0.857183099,0.269775967,0.598413223,0.454098361,0.392571429,0.238401048,0.729116433
0.108039535,0.409511568,0.895492958,0.256415479,0.143735537,0.270491803,0.393714286,0.186325907,0.110144414
0.170318013,0.503084833,0.884225352,0.278248473,0.24,0.349180328,0.382285714,0.222673657,0.138922378
0.123989497,0.315938303,0.58,0.248268839,0.184429752,0.9,0.711428571,0.818916557,0.242446087
0.106444887,0.505141388,0.884225352,0.158329939,0.143669421,0.440983607,0.466857143,0.367715159,0.105081877
0.111117169,0.229562982,0.843661972,0.189287169,0.153057851,0.624590164,0.710285714,0.596985583,0.172615805
0.102048267,0.257326478,0.857183099,0.13910387,0.125586777,0.454098361,0.717142857,0.626692879,0.117315937
0.133105506,0.387917738,0.854929577,0.196130346,0.192066116,0.598360656,0.1,0.318785496,0.154205886
0.267450178,0.423907455,0.893239437,0.226761711,0.372132231,0.414754098,0.382285714,0.228964613,0.300712398
0.124504181,0.412596401,0.850422535,0.338533605,0.185719008,0.231147541,0.364,0.180384447,0.113424344
0.119983687,0.395115681,0.516901408,0.250875764,0.170115702,0.637704918,0.625714286,0.595238095,0.137429083
0.129527145,0.202827763,0.848169014,0.282810591,0.20046281,0.572131148,0.481714286,0.429925732,0.232230353
0.12690662,0.338560411,0.886478873,0.341466395,0.208826446,0.178688525,0.284,0.10733945,0.109070579
0.147350905,0.336503856,0.9,0.226435845,0.214842975,0.61147541,0.412,0.330668414,0.208598333
0.134860665,0.414652956,0.787323944,0.611608961,0.19014876,0.257377049,0.322857143,0.155919616,0.108680936
0.103084613,0.407455013,0.9,0.233279022,0.125884298,0.624590164,0.761714286,0.5945391,0.122915995
0.106104673,0.199742931,0.886478873,0.150183299,0.141024793,0.585245902,0.439428571,0.298165138,0.119726322
0.114861275,0.146272494,0.897746479,0.229694501,0.172066116,0.624590164,0.445142857,0.298514635,0.159340146
0.113606843,0.288174807,0.872957746,0.183747454,0.140231405,0.83442623,0.716,0.9,0.248115853
0.103642914,0.340616967,0.9,0.329083503,0.129652893,0.493442623,0.384571429,0.269156837,0.108747018
0.10090375,0.505141388,0.9,0.129653768,0.112561983,0.296721311,0.462285714,0.327522936,0.102490974
0.156337807,0.301542416,0.870704225,0.292260692,0.260429752,0.637704918,0.468,0.431323722,0.261410451
0.109642905,0.462982005,0.870704225,0.197107943,0.155735537,0.427868852,0.534285714,0.403713412,0.124177601
0.103232912,0.357069409,0.9,0.167780041,0.120991736,0.467213115,0.428,0.322280472,0.115104603
0.126573384,0.304627249,0.494366197,0.153441955,0.169652893,0.755737705,0.494285714,0.427479249,0.143503401
0.102098863,0.243958869,0.854929577,0.169409369,0.114809917,0.506557377,0.689714286,0.50576671,0.11217523
0.127217175,0.505141388,0.884225352,0.343095723,0.252033058,0.650819672,0.354857143,0.233158585,0.125121688
0.120315178,0.223393316,0.890985915,0.158655804,0.168727273,0.585245902,0.455428571,0.234207077,0.138898201
0.183685834,0.385861183,0.870704225,0.345702648,0.291735537,0.152459016,0.301142857,0.108387942,0.123708175
0.113334671,0.489717224,0.83915493,0.129327902,0.146644628,0.467213115,0.503428571,0.373656619,0.112949681
0.139635883,0.441388175,0.834647887,0.544154786,0.225454545,0.218032787,0.313714286,0.126561817,0.106315679
0.139103752,0.506169666,0.877464789,0.24892057,0.264727273,0.349180328,0.384571429,0.22512014,0.117497663
0.123879581,0.30874036,0.156338028,0.204928717,0.179305785,0.821311475,0.638285714,0.67597204,0.131418026
0.194049296,0.362210797,0.875211268,0.176252546,0.307371901,0.637704918,0.440571429,0.291874181,0.280686287
0.126477426,0.47840617,0.870704225,0.488105906,0.173520661,0.257377049,0.330857143,0.153473132,0.111641335
0.110014525,0.472236504,0.890985915,0.9,0.145884298,0.152459016,0.113714286,0.119571865,0.104839308
0.103583595,0.301542416,0.404225352,0.129327902,0.127272727,0.755737705,0.512571429,0.498427261,0.115277867
0.156908321,0.874293059,0.785070423,0.259674134,0.259636364,0.257377049,0.382285714,0.196111839,0.107431017
0.258932598,0.33033419,0.857183099,0.312138493,0.431438017,0.349180328,0.462285714,0.296068152,0.321485559
0.194904195,0.46092545,0.841408451,0.213075356,0.268297521,0.559016393,0.581142857,0.421188292,0.377870543
0.109116009,0.372493573,0.9,0.214704684,0.139305785,0.519672131,0.485142857,0.364569681,0.115306073
0.12952889,0.838303342,0.852676056,0.312464358,0.198677686,0.270491803,0.386857143,0.205198777,0.10563874
0.130167447,0.403341902,0.877464789,0.24305499,0.228760331,0.624590164,0.502285714,0.409654871,0.174649442
0.153577706,0.524678663,0.881971831,0.43107943,0.227107438,0.336065574,0.378857143,0.184228921,0.132456805
0.124286094,0.350899743,0.884225352,0.271405295,0.159438017,0.742622951,0.617714286,0.474311927,0.283951309
0.103712702,0.374550129,0.85943662,0.165498982,0.136561983,0.401639344,0.498857143,0.43307121,0.106439785
0.1165292,0.431105398,0.888732394,0.213401222,0.183735537,0.480327869,0.384571429,0.239449541,0.111320192
0.177577671,0.275835476,0.893239437,0.387739308,0.339338843,0.61147541,0.478285714,0.374006116,0.276431234
0.162803631,0.710796915,0.789577465,0.336904277,0.326082645,0.244262295,0.369714286,0.164657055,0.108992006
0.112544326,0.332390746,0.751267606,0.439551935,0.154545455,0.493442623,0.417714286,0.235605068,0.111312939
0.12022271,0.240874036,0.48084507,0.248594705,0.170413223,0.9,0.567428571,0.67457405,0.168685127
0.138590813,0.323136247,0.886478873,0.315397149,0.228958678,0.152459016,0.312571429,0.110484928,0.113297015
0.179442746,0.529820051,0.881971831,0.233279022,0.264793388,0.362295082,0.369714286,0.194713849,0.140324608
0.107762129,0.322107969,0.589014085,0.305947047,0.15461157,0.519672131,0.703428571,0.65709917,0.116287635
0.101694095,0.321079692,0.9,0.11401222,0.111173554,0.467213115,0.415428571,0.319833989,0.109821256
0.145416043,0.530848329,0.857183099,0.813319756,0.255008264,0.257377049,0.316,0.146832678,0.111222681
0.131683583,0.40848329,0.836901408,0.325173116,0.178280992,0.742622951,0.621142857,0.529183049,0.200232899
0.15183476,0.412596401,0.893239437,0.195152749,0.266347107,0.545901639,0.567428571,0.446701616,0.242921564
0.117476567,0.553470437,0.897746479,0.292586558,0.162181818,0.152459016,0.308,0.106989952,0.103134872
0.218501136,0.46092545,0.890985915,0.393279022,0.283834711,0.270491803,0.354857143,0.192616863,0.167755142
0.1,0.1,0.9,0.332342159,0.1,0.624590164,0.432571429,0.28768021,0.101325269
0.229135026,0.36940874,0.818873239,0.295845214,0.35107438,0.598360656,0.436,0.332415902,0.258124073
0.241970715,0.32622108,0.742253521,0.280203666,0.484495868,0.349180328,0.444,0.299563128,0.263934063
0.101137538,0.216195373,0.9,0.135845214,0.109950413,0.257377049,0.415428571,0.203451289,0.10360067
0.132220948,0.350899743,0.809859155,0.432382892,0.190842975,0.506557377,0.426857143,0.242944517,0.128303301
0.117576014,0.468123393,0.868450704,0.1899389,0.20168595,0.427868852,0.593714286,0.446002621,0.15199294
0.285354194,0.581233933,0.872957746,0.458778004,0.444429752,0.270491803,0.390285714,0.205548274,0.19244246
0.140338993,0.337532134,0.895492958,0.216659878,0.192991736,0.519672131,0.487428571,0.299563128,0.210706918
0.101099155,0.31285347,0.9,0.11694501,0.113090909,0.493442623,0.46,0.375054609,0.1036732
0.17656924,0.263496144,0.893239437,0.236211813,0.252297521,0.650819672,0.399428571,0.382394059,0.325079782
0.125172397,0.363239075,0.893239437,0.188309572,0.204892562,0.650819672,0.394857143,0.270904325,0.148134791
0.106839187,0.532904884,0.897746479,0.175274949,0.128363636,0.401639344,0.38,0.27020533,0.111186416
0.147692865,0.598714653,0.769295775,0.741303462,0.205289256,0.218032787,0.305714286,0.121319353,0.106181903
0.108098854,0.232647815,0.841408451,0.249572301,0.14185124,0.742622951,0.772,0.780821319,0.153564406
0.103002613,0.249100257,0.9,0.123136456,0.126413223,0.336065574,0.396,0.249584972,0.107299658
0.128888588,0.435218509,0.866197183,0.206558045,0.217157025,0.414754098,0.490857143,0.406159895,0.139527995
0.143289265,0.436246787,0.888732394,0.209490835,0.220694215,0.427868852,0.705714286,0.523591088,0.288883695
0.105380626,0.325192802,0.9,0.151812627,0.128165289,0.742622951,0.530857143,0.518348624,0.118342225
0.116405327,0.616195373,0.809859155,0.419674134,0.180991736,0.257377049,0.324,0.162909567,0.104100316
0.112376836,0.282005141,0.893239437,0.174297352,0.153520661,0.493442623,0.431428571,0.310048056,0.135336213
0.39621184,0.332390746,0.807605634,0.30203666,0.490247934,0.585245902,0.398285714,0.302708606,0.403377442
0.151878378,0.475321337,0.881971831,0.626924644,0.247239669,0.61147541,0.399428571,0.294670162,0.14962285
0.15279434,0.36529563,0.881971831,0.457800407,0.248033058,0.532786885,0.399428571,0.3327654,0.190445091
0.1887245,0.228534704,0.701690141,0.204928717,0.274545455,0.598360656,0.480571429,0.362472696,0.309346996
0.129916211,0.420822622,0.87971831,0.33885947,0.193289256,0.362295082,0.350285714,0.169200524,0.118141158
0.141110147,0.317994859,0.552957746,0.296822811,0.194016529,0.650819672,0.743428571,0.686806466,0.184193073
0.112413474,0.359125964,0.881971831,0.286395112,0.153190083,0.218032787,0.305714286,0.111183923,0.10693943
0.1071637,0.530848329,0.694929577,0.146272912,0.132330579,0.362295082,0.430285714,0.305854085,0.107075624
0.160080169,0.304627249,0.886478873,0.209490835,0.255371901,0.401639344,0.376571429,0.220926169,0.204380359
0.108494899,0.350899743,0.9,0.304317719,0.161256198,0.178688525,0.277142857,0.110484928,0.103864999
0.13940035,0.316966581,0.890985915,0.256741344,0.224661157,0.624590164,0.647428571,0.565181302,0.301266037
0.120803692,0.19562982,0.663380282,0.332342159,0.192793388,0.598360656,0.359428571,0.285583224,0.140196473
0.271632202,0.313881748,0.893239437,0.317026477,0.340561983,0.650819672,0.561714286,0.436216689,0.602204887
0.112434411,0.271722365,0.291549296,0.261303462,0.155471074,0.742622951,0.687428571,0.655002184,0.115133615
0.186142358,0.314910026,0.886478873,0.206558045,0.294380165,0.61147541,0.494285714,0.401965924,0.385623509
0.129891786,0.263496144,0.764788732,0.168431772,0.157950413,0.559016393,0.490857143,0.378899083,0.166742554
0.134225597,0.474293059,0.890985915,0.237189409,0.193586777,0.38852459,0.470285714,0.350589777,0.145047063
0.117047373,0.473264781,0.854929577,0.330386965,0.151834711,0.257377049,0.358285714,0.157667104,0.111974566
0.122858937,0.276863753,0.868450704,0.296822811,0.167239669,0.204918033,0.345714286,0.135648755,0.110986558
0.119507387,0.507197943,0.647605634,0.228716904,0.170975207,0.454098361,0.409714286,0.204849279,0.115288746
0.128729822,0.407455013,0.647605634,0.620733198,0.248165289,0.598360656,0.390285714,0.370161643,0.11967676
0.101107879,0.694344473,0.877464789,0.500814664,0.113256198,0.336065574,0.341142857,0.156968108,0.100940462
0.110079078,0.803341902,0.870704225,0.43694501,0.171669421,0.204918033,0.345714286,0.148580166,0.101270066
0.117581248,0.400257069,0.85943662,0.326802444,0.195438017,0.624590164,0.440571429,0.291175186,0.128676423
0.12853965,0.877377892,0.9,0.275315682,0.249057851,0.257377049,0.354857143,0.173044998,0.101682677
0.259040769,0.512339332,0.854929577,0.237515275,0.404760331,0.545901639,0.558285714,0.382394059,0.422718958
0.107493447,0.327249357,0.314084507,0.197107943,0.146347107,0.742622951,0.768571429,0.793053735,0.126728211
0.125357334,0.30874036,0.697183099,0.262606925,0.178049587,0.637704918,0.677142857,0.612363478,0.186366933
0.10245478,0.501028278,0.9,0.214704684,0.122512397,0.270491803,0.402857143,0.231061599,0.102017117
0.101961032,0.15655527,0.830140845,0.197433809,0.11861157,0.742622951,0.692,0.603626038,0.11306613
0.22149677,0.430077121,0.841408451,0.25706721,0.257190083,0.545901639,0.415428571,0.303058104,0.242264361
0.204121396,0.333419023,0.35915493,0.204602851,0.320727273,0.742622951,0.589142857,0.648711228,0.252584859
0.131116558,0.385861183,0.886478873,0.223177189,0.184099174,0.362295082,0.399428571,0.219178681,0.139622687
0.135052581,0.508226221,0.890985915,0.303014257,0.197487603,0.454098361,0.397142857,0.246089996,0.121901393
0.134098235,0.285089974,0.816619718,0.325173116,0.21722314,0.650819672,0.489714286,0.373307121,0.167797047
0.122660043,0.358097686,0.670140845,0.193849287,0.189652893,0.755737705,0.418857143,0.40685889,0.140704984
0.142221515,0.309768638,0.769295775,0.270753564,0.275008264,0.598360656,0.431428571,0.382743556,0.173156953
0.118205847,0.340616967,0.537183099,0.244684318,0.175735537,0.729508197,0.390285714,0.356181739,0.140902424
0.106839187,0.588431877,0.852676056,0.202321792,0.13785124,0.38852459,0.46,0.326124945,0.10434208
0.148921127,0.255269923,0.83915493,0.28509165,0.221818182,0.401639344,0.373142857,0.182131935,0.181165387
0.675603118,0.349871465,0.861690141,0.534704684,0.595371901,0.296721311,0.401714286,0.218829183,0.356558249
0.121951698,0.442416452,0.791830986,0.395560081,0.190049587,0.703278689,0.484,0.356880734,0.129651538
